page_date,category,title,readings_text,body,prayer,image_path,reading_links_json
2026-04-08,连结社群,4月8日：从奴仆到儿子,申命记23-24章、路加福音19:28-48、诗篇48篇,"以色列人在埃及压迫性的体制下度过了数代。他们学会了在暴政中求生，却不懂得如何在公义之下生活。

上帝必须设立律法，帮助祂的子民学习如何共同生活。祂教导以色列人如何保护弱势群体、尊重承诺、保持营地的洁净，并以尊荣彼此相待。他们被教导要活在公义之中，而不是彼此剥削。上帝借着这些律法向他们显明祂对日常生活的标准。

今天，你是活得像奴仆，还是像儿女？我们曾是罪的奴仆，如今却已与天父和好。现在正是时候活出君王儿女的身份。我们不再是奴仆，也不再是孤儿；我们在基督里已经拥有新的身份。愿我们从今以后，也按照上帝的标准而活。",天父，感谢祢救我脱离老我，赐我在基督里的新身份。更新我的心意，教导我以君王的儿女身份生活。阿们。,/static/images/picture2.jpg,"[{""text"": ""申命记 23章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/23.htm""}, {""text"": ""申命记 24章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/24.htm""}, {""text"": ""路加福音 19:28-48"", ""url"": ""https://www.wordproject.org/bibles/gb/42/19.htm""}, {""text"": ""诗篇 48篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/48.htm""}]"
2026-04-09,进入命定,4月9日：诚实的行为,申命记25-27章、路加福音20:1-26、诗篇49篇,"以色列人被警告不可使用不诚实的法码和度量衡。神称这种欺骗为“可憎”，因为它反映了内心的败坏。正直始于生活中那些微小、无人注意的时刻。当我们的私生活与公开行为同样诚实时，真正的正直就显现出来。正直不在乎谁在看，而是以正确行事为唯一标准，即使你是唯一这样做的人。

正直比能力和智慧更重要。品格低劣的人永远不会选择高尚之路。让准确汇报、守信承诺成为我们在神面前的“诚实度量”。我们必须记得，神不仅看我们的行为，也看我们行事的方式。在每一个决定中，让我们选择在神眼中行正道。",主耶稣，求祢帮助我行走在正直中。洁净我的动机，坚固我的品格，引导我行正道。愿我的生命彰显诚实，归荣耀于祢。阿们。,/static/images/picture3.jpg,"[{""text"": ""申命记 25章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/25.htm""}, {""text"": ""申命记 26章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/26.htm""}, {""text"": ""申命记 27章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/27.htm""}, {""text"": ""路加福音 20:1-26"", ""url"": ""https://www.wordproject.org/bibles/gb/42/20.htm""}, {""text"": ""诗篇 49篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/49.htm""}]"
2026-04-10,进入命定,4月10日：宗教骄傲的败坏,申命记28章、路加福音20:27-47、诗篇50篇,"耶稣揭示了宗教骄傲的败坏。撒都该人更重视传统律法，而非真理的实质。文士喜爱表面的荣耀、头衔和关注，他们的心却远离神。尽管他们熟知神的话语，却滥用权柄谋取私利。

教会中也有许多人落入过度宗教化的陷阱。我们依附于人为的习俗——对改变做事方式常抱强烈抵触。我们追求认可与掌控——因未被任命为牧师或领袖而心生不满。我们甚至威胁说，如果不能以适合自己的方式服事，就不愿服事。

神极其关心我们内在的光景。我们是否重视头衔和传统多过于讨神的心和从神而来的荣耀？我们应当警惕，不要跌入宗教骄傲，为了头衔和传统而忽略了守护自己的心。",天父，求祢查验我的心，显露我心中任何宗教骄傲的痕迹。赦免我将传统、头衔和人的认同看得比祢的真理更重要。求祢将我的身份扎根在基督里，而非地位上。阿们。,/static/images/picture3.jpg,"[{""text"": ""申命记 28章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/28.htm""}, {""text"": ""路加福音 20:27-47"", ""url"": ""https://www.wordproject.org/bibles/gb/42/20.htm""}, {""text"": ""诗篇 50篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/50.htm""}]"
2026-04-11,进入命定,4月11日：隐秘的事属于神,申命记29-30章、路加福音21章、诗篇51篇,"生命中有些问题永远得不到答案。我们可能向神提问，但祂自己并不总会做出解释。圣经教导我们，有些事将永远是只有神才知道的奥秘。祂的智慧和作为高过我们，祂不要求我们理解一切，只要我们信靠并交托。

神已经启示了够多能让我们忠心和顺服地活出生命的事。通过祂的话语，祂也向我们显明祂是谁，如何与祂同行，以及祂对我们生命的心意。与其追求祂隐藏的事，我们只需要专注遵守祂的命令，并信靠祂的应许。

最终，隐秘的事属于神，而我们的顺服属于我们。这就足够了。",天父，求祢帮助我信靠那些我无法理解的事，并顺服祢已明示的事。教我安息在祢的智慧里，遵行祢的话语，将每一个奥秘都交在祢手中。阿们。,/static/images/picture3.jpg,"[{""text"": ""申命记 29章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/29.htm""}, {""text"": ""申命记 30章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/30.htm""}, {""text"": ""路加福音 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/21.htm""}, {""text"": ""诗篇 51篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/51.htm""}]"
2026-04-12,进入命定,4月12日：超越我们自身,申命记31-32章、路加福音22:1-38、诗篇52篇,"最后的晚餐是耶稣在踏上十字架前与门徒的最后一次聚会。坐在同一桌上的有忠心的、怀疑的、野心勃勃的、出卖的和否认的门徒。正如那些门徒一样，今天的教会仍由不完美、堕落的人组成。在那第一次圣餐中，耶稣向我们展示了如何超越自我，成为更丰盛的人。

当野心勃勃的门徒忙着争论谁为最大时，拥有万有权柄的耶稣谦卑地跪下，为他们洗脚。彼得因恐惧而否认耶稣，但耶稣不仅恢复了他们，还赋予他们改变世界的能力。

耶稣在我们身上看到的潜力，比我们自己看到的更多。今天，让我们回到耶稣的桌前，因为在基督里，我们能超越自我。",主耶稣，感谢祢接纳像我这样不完美的人。帮助我用祢的眼光看自己。赐我力量，让我成为更丰盛的人，为祢的荣耀而活。阿们。,/static/images/picture3.jpg,"[{""text"": ""申命记 31章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/31.htm""}, {""text"": ""申命记 32章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/32.htm""}, {""text"": ""路加福音 22:1-38"", ""url"": ""https://www.wordproject.org/bibles/gb/42/22.htm""}, {""text"": ""诗篇 52篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/52.htm""}]"
2026-04-13,进入命定,4月13日：持守到底,申命记33-34章、路加福音22:39-71、箴言13:11-15,"“摩西死时一百二十岁，眼目未昏，精神未衰”。这是多么奇异啊！在他生命的尽头，摩西并未衰弱或生病，他依然身体强健，眼光清晰，直至神将他接去。

无论领导的重担多么沉重，神一直扶持摩西直到最后。虽然他未能进入应许之地，但他以谦卑的仆人身份完成了使命，也将属灵的权柄与责任传承下去。他的生命提醒我们，当我们完全依靠神时，持守到底是可能的。主为你生命所定的命定，并不受身体年龄的限制。

不要相信敌人的谎言，说你太老、太弱或太迟，神无法使用你。凡与祂同行的人，祂都加力量与能力。今天就向祂祈求新的异象和更新的力量吧！",主耶稣，求祢赐我力量，在生命的每一个季节都能完成使命，有始有终。保持我眼目清明，心志坚定，脚步忠信，每日依靠祢。帮助我行走在祢为我预备的命定中。阿们。,/static/images/picture3.jpg,"[{""text"": ""申命记 33章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/33.htm""}, {""text"": ""申命记 34章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/34.htm""}, {""text"": ""路加福音 22:39-71"", ""url"": ""https://www.wordproject.org/bibles/gb/42/22.htm""}, {""text"": ""箴言 13:11-15"", ""url"": ""https://www.wordproject.org/bibles/gb/20/13.htm""}]"
2026-04-14,进入命定,4月14日：每一步都要有勇气,约书亚记1-2章、路加福音23:1-25、箴言13:16-20,"神告诉约书亚“要刚强壮胆”，因为他即将进入应许之地，那里有巨人和陌生的战斗在等待。

在同一时刻，主也揭示了那份勇气的来源——持续默想神的话语，并信靠祂永不离弃的同在。

我们也被呼召如此行。当我们以圣经充满心思时，恐惧就会缩小，信心就会增长。当我们记得神在每一项使命中与我们同在时，我们就能带着信心迈步前行。

勇气不同于鲁莽的冒险，它是在面对一切阻力与挑战时，顺服并与神同行的胆量。当我们以信心行走时，要知道我们的神不仅在我们前面行走，也在每一步中赐予力量。",天父，求祢今天用祢坚定的信实充满我的心。提醒我，祢在每一项使命中都与我同在。帮助我即使在惧怕时也顺服祢。愿祢的同在与话语赐我力量，使我刚强壮胆。阿们。,/static/images/picture3.jpg,"[{""text"": ""约书亚记 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/1.htm""}, {""text"": ""约书亚记 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/2.htm""}, {""text"": ""路加福音 23:1-25"", ""url"": ""https://www.wordproject.org/bibles/gb/42/23.htm""}, {""text"": ""箴言 13:16-20"", ""url"": ""https://www.wordproject.org/bibles/gb/20/13.htm""}]"
2026-04-15,进入命定,4月15日：唯独站在主这一边,约书亚记3-5章、路加福音23:26-56、箴言13:21-25,"约书亚问那显现的天使：“你是支持我们，还是支持我们的敌人？”那位作为耶和华军队元帅的天使回答说：“都不是”。他既不偏向以色列，也不偏向敌人，而是完全站在神的旨意上。

人类常倾向于分阵营。即使在信徒中，我们也常将自己划分为“我的事工”与“你的事工”。然而，神并不关心我们的派别。祂寻求的是我们完全忠于祂的旨意。我们不应担心神是否站在我们一边，而应关注自己是否站在上帝一边。

真正的争战并不在人与人之间，而是在世界掌权者的属灵势力中。愿我们像那天使一样，众所周知地只与神同行；也愿我们像约书亚一样，始终保持顺服与交托的态度。",主耶稣，求祢使我的心完全与祢对齐。保守我，不盲目追求自己的计划。教导我与祢同行，听从祢的声音，将全心忠诚归给祢。今天引领我进入祢的旨意。阿们。,/static/images/picture3.jpg,"[{""text"": ""约书亚记 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/3.htm""}, {""text"": ""约书亚记 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/4.htm""}, {""text"": ""约书亚记 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/5.htm""}, {""text"": ""路加福音 23:26-56"", ""url"": ""https://www.wordproject.org/bibles/gb/42/23.htm""}, {""text"": ""箴言 13:21-25"", ""url"": ""https://www.wordproject.org/bibles/gb/20/13.htm""}]"
2026-04-16,成为祝福,4月16日：应许之地的祝福,约书亚记6-8章、路加福音24:1-35、箴言14:1-5,"当以色列进入应许之地时，那是进入神丰盛祝福的生动象征。那地代表安息、丰盛和新的开始。同样的，当我们在基督里领受救恩时，我们经历了赦免、自由，以及与神恢复的关系。

应许之地也指向更伟大的事——永恒的天堂应许。正如以色列跨越约旦河进入产业，我们终有一天也将从今生跨入神同在的永恒喜乐中。

愿我们行在神应许的丰盛中，每一天都活出祂的祝福，使我们也能引领他人进入永恒的应许之地。",主耶稣，感谢祢借着基督赐给我救恩与盼望。求祢帮助我每天活在祢应许祝福的丰盛中。引导我，帮助我带领其他人到祢面前。阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/6.htm""}, {""text"": ""约书亚记 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/7.htm""}, {""text"": ""约书亚记 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/8.htm""}, {""text"": ""路加福音 24:1-35"", ""url"": ""https://www.wordproject.org/bibles/gb/42/24.htm""}, {""text"": ""箴言 14:1-5"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-17,成为祝福,4月17日：去告诉全世界,约书亚记9-11章、路加福音24:36-53、箴言14:6-10,"耶稣复活之后出现在那些曾经辜负祂的门徒面前。彼得曾否认祂，其余的门徒四散逃离，疑惑曾经充满整个大楼。耶稣不仅没有定这些一再失败门徒的罪，反而赐下救赎与赦免。

罪得赦免是赐给每一个人的，没有例外。没有人能凭自己的功劳配得进入永生，救赎是赐给所有愿意回转向祂的人——这包括那些觉得自己已经走得太远、无法回头的人。上帝正呼唤我们离开通往毁灭的道路，回到祂的道路上。无论你的过去如何，今天你都可以转向上帝。

正如门徒被差派出去宣告福音一样，我们也要向世界述说上帝在我们生命中的奇妙恩典。你得救赎的故事，正是那些迷失在黑暗中的人今天所需要听见的盼望。",主耶稣，感谢祢赎回我，赦免我的罪。我全然转向祢。赐我能力，让我传扬从祢而来的盼望，把祢的光照进他人的黑暗中。阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/9.htm""}, {""text"": ""约书亚记 10章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/10.htm""}, {""text"": ""约书亚记 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/11.htm""}, {""text"": ""路加福音 24:36-53"", ""url"": ""https://www.wordproject.org/bibles/gb/42/24.htm""}, {""text"": ""箴言 14:6-10"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-18,成为祝福,4月18日：正直的人必得昌盛,约书亚记12-13章、约翰福音1:1-18、箴言14:11-15,"“正直人的帐棚必得昌盛”。这句箴言帮助我们理解神对我们的心意。祂希望我们在各方面都能兴盛。这里的“帐棚”象征日常生活：我们的家庭、工作，以及与神的个人同行。

“正直”意味着以道德操守和诚实生活。过正直生活的信徒会兴盛，因为他们扎根在真理中，蒙恩典浇灌，并因顺服而得以维系。那么，我们如何才能活出这样的生活呢？

在一切处事为人上持守公正的心。愿意为恩典付出小小牺牲。操练自制，不让快速得利的诱惑引发贪心。当跌倒时，要及时悔改，回转向神。在一切所行的事上都要认定祂，行耶和华眼中看为正的事。扎根在基督里，你就会经历主在你所行的一切道路上使你兴盛。",主耶稣，求祢帮助我在生命的每个领域都行得正直。教我以诚信、公正和自制行事。感谢祢的恩典扶持我。阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 12章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/12.htm""}, {""text"": ""约书亚记 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/13.htm""}, {""text"": ""约翰福音 1:1-18"", ""url"": ""https://www.wordproject.org/bibles/gb/43/1.htm""}, {""text"": ""箴言 14:11-15"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-19,成为祝福,4月19日：性急易怒，判断失误,约书亚记14-15章、约翰福音1:19-51、箴言14:16-20,"性急易怒的人很少有意伤害他人，但我们常常在不经意间造成伤害。在短短几秒钟内，我们说出无法收回的话。这种愚昧并非因为缺乏智慧，而是缺乏自制。

愤怒是人类自然的情绪，但若不受约束，它会蒙蔽我们的判断，控制我们的行为。愤怒带来的混乱常导致悔恨。我们在愤怒中说出的话，可能深深伤害他人，甚至破坏关系。不义的愤怒与我们在基督里的新生命格格不入。

能控制脾气的人既保护了人际关系，也荣耀了神。愿今天我们追求一颗快快地听，慢慢地说，慢慢动怒的心。",主耶稣，求祢平息我的心，指引我对人对事的回应。教我学会暂停、倾听，并将愤怒交托给祢。求祢用平安与耐心的灵充满我。阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/14.htm""}, {""text"": ""约书亚记 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/15.htm""}, {""text"": ""约翰福音 1:19-51"", ""url"": ""https://www.wordproject.org/bibles/gb/43/1.htm""}, {""text"": ""箴言 14:16-20"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-20,成为祝福,4月20日：共享生命的喜乐,约书亚记16-18章、约翰福音2:1-12、诗篇53-54篇,"看见耶稣出现在婚宴上，与新人一同欢庆他们的结合，是一幅美丽的画面。这是圣经中唯一一次描绘主出现在完全喜庆的场合。知道基督不仅在我们的患难中与我们同在，也在我们的喜乐与庆祝中与我们同在，实在令人欣慰。

当酒用尽时，耶稣把水变成上好的酒，使宴席得以继续。上帝喜悦祂子民之间的喜乐与团契。无论是家庭旅行、与朋友的一顿简单聚餐，还是充满笑声的夜晚，祂都同在。

我们可以如何效法耶稣呢？我们可以“与喜乐的人同乐”，在亲友得胜与蒙福时真心庆贺而不心生嫉妒；也可以在资源不足时分享上帝所赐的祝福，去满足他人的需要。拥抱每一个喜乐的时刻，因为生命本就值得庆贺！",主耶稣，感谢祢赐给我与人团契的喜乐。帮助我与欢呼的人一同欢呼，珍视关系，并在每一个时刻彰显祢的大爱。阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 16章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/16.htm""}, {""text"": ""约书亚记 17章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/17.htm""}, {""text"": ""约书亚记 18章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/18.htm""}, {""text"": ""约翰福音 2:1-12"", ""url"": ""https://www.wordproject.org/bibles/gb/43/2.htm""}, {""text"": ""诗篇 53篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/53.htm""}, {""text"": ""诗篇 54篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/54.htm""}]"
2026-04-21,成为祝福,4月21日：寻找前行的力量,约书亚记19-20章、约翰福音2:13-25、诗篇55篇,"在诗篇55篇中，大卫将他深切的痛苦倾诉在主面前。他面临敌人的攻击，心中充满恐惧。在这一切痛苦之中，他宣告：“把你的重担卸给耶和华，他必扶持你”。

他明白只有神能带他渡过困境，所以他不断向主寻求帮助。他在私下里所经历的，也成为众人的祝福。通过《诗篇》，数以百万计的人在同一位拯救大卫的神里找到安慰、力量与盼望。

无论你今天背负何种重担，都将它交在神的手中。主应许祂必帮助你渡过难关。你所背负的重担，也能成为祝福他人的基石。",天父，我将我所有的重担都交托给祢。将我的痛苦与恐惧全都交在祢手中。坚固我的心，帮助我以信心前行。我单单信靠祢。阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 19章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/19.htm""}, {""text"": ""约书亚记 20章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/20.htm""}, {""text"": ""约翰福音 2:13-25"", ""url"": ""https://www.wordproject.org/bibles/gb/43/2.htm""}, {""text"": ""诗篇 55篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/55.htm""}]"
2026-04-22,成为祝福,4月22日：你必须重生,约书亚记21-22章、约翰福音3:1-21、诗篇56篇,"耶稣与一位名叫尼哥底母的宗教领袖对话。令他惊讶的是，基督告诉他说：“你必须重生”。尼哥底母遵守律法，甚至教导圣经，但他缺乏真正的属灵生命。他有宗教，却没有与神的关系。

救恩不是靠道德努力或知识本身获得，而是来自上头的新生。重生意味着通过圣灵的大能，获得一颗新的心、一个新性情和一个新身份。

我们的第一次出生使我们成为血肉之子，但第二次出生使我们成为神的儿女。这重生是基督所赎的救恩，只有凭着信心才能领受。当我们在圣灵里重生后，内在的人会改变——我们对他人会变得更仁慈，更能显示怜悯，也更容易饶恕别人。今天，为神赐给你的重生而喜乐吧！因为在基督里，你已被更新、被救赎，并完全属于祂了。",主耶稣，感谢祢赐给我重生的恩典。更新我的心，改变我的心思意念，用祢圣灵的生命充满我。在祢里面，我成为全新的人！阿们。,/static/images/picture4.jpg,"[{""text"": ""约书亚记 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/21.htm""}, {""text"": ""约书亚记 22章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/22.htm""}, {""text"": ""约翰福音 3:1-21"", ""url"": ""https://www.wordproject.org/bibles/gb/43/3.htm""}, {""text"": ""诗篇 56篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/56.htm""}]"
2026-04-23,全心爱主,4月23日：与基督为婚,约书亚记23-24章、约翰福音3:22-36、诗篇57篇,"耶稣向我们显明自己是我们的新郎。借着救恩，我们成为祂的新妇。正如新娘被新郎追求和深爱，基督也以永恒的信实爱我们，并对我们全然委身。

婚姻应该建立在爱、亲密与合一之上。这正是祂希望我们与祂之间拥有的关系。祂不仅想让我们知道祂的存在，更希望我们真正认识祂、与祂同行，并在祂的同在中喜乐。

我们与基督的联合将从今生延续到永生，直到羔羊的婚筵——那是天上的庆典，基督与祂的新妇将永远在喜乐中联合！因此，让我们全心全意委身于祂。祂已宣告我们为祂所有，选择了我们，并与我们立约。今天，让你的心因着祂深深爱你、你永远属祂而得享平安吧。",主耶稣，感谢祢选择我、追求我，并深爱我。帮助我亲密地与祢同行。求祢让我的心专注于祢，直到我在荣耀中与祢一同欢宴的那一天。阿们。,/static/images/picture1.jpg,"[{""text"": ""约书亚记 23章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/23.htm""}, {""text"": ""约书亚记 24章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/24.htm""}, {""text"": ""约翰福音 3:22-36"", ""url"": ""https://www.wordproject.org/bibles/gb/43/3.htm""}, {""text"": ""诗篇 57篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/57.htm""}]"
2026-04-24,全心爱主,4月24日：唯有基督能满足心渴,士师记1章、约翰福音4:1-42、诗篇58篇,"耶稣在约翰福音4:14中说：“我所赐的水，喝了就永远不渴”。撒玛利亚妇人来到井边打水，但耶稣知道她心灵的渴望。她曾试图通过“爱情”满足自己的心灵，然而内心仍然空虚。

我们许多人都有类似的感受。我们试图通过成就、情感、享乐或认同来满足自己的心渴，结果还是常常感到挫败和不满足。基督应许给予我们真正持久的满足。

那妇人留下了她的水罐，因为她找到了更伟大的源头：耶稣自己。让我们停止从干涸的井中取水，转向那位完全且永远满足我们的主。今天，把你的渴望带到耶稣面前，深深喝入祂的同在，让祂的活水充满你。唯有祂能满足并恢复你！",主耶稣，祢是我的活水。今天求祢满足我的心，让祢的同在充满我。教导我将祢放在一切之上，追求祢。阿们。,/static/images/picture1.jpg,"[{""text"": ""士师记 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/1.htm""}, {""text"": ""约翰福音 4:1-42"", ""url"": ""https://www.wordproject.org/bibles/gb/43/4.htm""}, {""text"": ""诗篇 58篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/58.htm""}]"
2026-04-25,全心爱主,4月25日：每天与神开始,士师记2-3章、约翰福音4:43-5:15、诗篇59篇,"你每天醒来后做的第一件事是什么？有人拿起手机，有人倒第一杯咖啡。能够迎接每一天的日出，本身就是神的恩赐。每一天都是新的开始。昨日已逝，我们可以带着更新的怜悯、盼望与力量开始今天。

每天与神开始吧。告诉神祂是首位。向天父问安、默想祂的话语、向祂祷告，并将一整天交托给祂，同时邀请圣灵充满你的一天，成为你每日的节奏。像诗篇作者一样——宣告神的爱，依靠祂的力量，并在每个清晨寻求神的庇护。

耶稣常常清早独自退到旷野祷告。我们也应效法祂，先被圣灵充满，然后才能将爱与恩典倾注出去。让每一个早晨都成为与祂相遇的时刻。",天父，感谢祢赐给我新的一天。当我开始今天的生活时，我将每一刻都交在祢手中。求祢按祢的旨意引导我的脚步。阿们。,/static/images/picture1.jpg,"[{""text"": ""士师记 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/2.htm""}, {""text"": ""士师记 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/3.htm""}, {""text"": ""约翰福音 4:43-5:15"", ""url"": ""https://www.wordproject.org/bibles/gb/43/4.htm""}, {""text"": ""诗篇 59篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/59.htm""}]"
2026-04-26,全心爱主,4月26日：圣经中的一切都指向耶稣,士师记4-5章、约翰福音5:16-47、诗篇60篇,"耶稣曾对那些殷勤研读圣经的宗教领袖说话，他们熟悉经文所指向的那一位，却错过了祂本身。他们明白字句，背诵律法，分析预言，却没有认出站在他们面前的弥赛亚。

耶稣说：“为我作见证的就是这经，然而你们不肯到我这里来得生命”。他们抗拒来到主面前得救，这是何等的悲哀！这对我们也是一个严肃的提醒。我们也有可能研读圣经、参加教会聚会、殷勤事奉，却仍然错过耶稣本身。

让我们求圣灵开启我们的眼睛，将基督启示给我们。圣经之所以是活的，是因为耶稣是活的。祂的应许轻声诉说着祂对我们的爱。圣经中的每一个故事都指向祂的救赎。愿我们更加亲近祂！",主耶稣，求祢开我的眼睛，使我认出祢的同在、祢的声音和祢在我生命中的作为。帮助我更亲近祢，与祢同行。祢必兴旺，我必衰微。阿们。,/static/images/picture1.jpg,"[{""text"": ""士师记 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/4.htm""}, {""text"": ""士师记 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/5.htm""}, {""text"": ""约翰福音 5:16-47"", ""url"": ""https://www.wordproject.org/bibles/gb/43/5.htm""}, {""text"": ""诗篇 60篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/60.htm""}]"
2026-04-27,全心爱主,4月27日：神为何拣选三百人,士师记6-7章、约翰福音6:1-24、箴言14:21-25,"上帝将基甸的军队从三万二千人大幅缩减到仅剩三百人。祂刻意削弱基甸的力量，使神的大能得以清楚彰显。上帝呼召我们去面对的争战，往往超出我们的能力；而且很多时候，祂会挪去我们肉体所依靠的一切，好让我们学习单单倚靠祂。

在面对人生的阻碍时，我们常常被问题的庞大所吓倒，也习惯依靠自己的力量去解决。然而，若上帝能借着仅仅三百人拯救一个国家，祂同样也能在你的生命中大大作为。

当刚强壮胆！提醒自己圣经所宣告的宝贵真理：“若上帝帮助我们，谁能敌挡我们呢？”当全能者站在我们这一边，没有任何障碍大到无法跨越，没有任何仇敌强到无法胜过，也没有任何处境绝望到无法改变。要欢喜，因为主必赐你得胜！",天父，感谢祢帮助我，并与我同在。当挑战压倒我时，求祢提醒我祢比我所面对的任何困难都要强大。阿们。,/static/images/picture1.jpg,"[{""text"": ""士师记 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/6.htm""}, {""text"": ""士师记 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/7.htm""}, {""text"": ""约翰福音 6:1-24"", ""url"": ""https://www.wordproject.org/bibles/gb/43/6.htm""}, {""text"": ""箴言 14:21-25"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-28,全心爱主,4月28日：生命所需，耶稣皆是,士师记8章、约翰福音6:25-71、箴言14:26-30,"科学告诉我们，空气、水、食物、光和住所是生命的基本需求。耶稣宣告说：“我就是生命的气息”，“我就是活水”，“我就是生命的粮”，“我就是世界的光”，以及“我就是好牧人”。

耶稣是维持生命的气息，是满足心灵的活水，是赐力量的粮食，是引导方向的光明，是保护我们的避难所。耶稣是生命存在所需的一切。

祂不仅供应我们所需，更是我们所需本身。我们被造就是为了需要耶稣。没有耶稣，我们仍然干渴、窒息、饥饿，并迷失在黑暗中。在基督里，我们能活出真正的生命。

的确，我们需要耶稣才能活！",主耶稣，感谢祢成为我生命中所需的一切。求祢赦免我曾在别处寻求生命的意义；我现在明白了，原来我受造是单单为了祢。祢不仅满足我的需要，祢本身就是我的生命。阿们。,/static/images/picture1.jpg,"[{""text"": ""士师记 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/8.htm""}, {""text"": ""约翰福音 6:25-71"", ""url"": ""https://www.wordproject.org/bibles/gb/43/6.htm""}, {""text"": ""箴言 14:26-30"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
